date,free_space_gb,disk_id
2021-06-01,53.120000000000005,0
2021-06-02,51.41,0
2021-06-03,51.45,0
2021-06-04,47.81,0
2021-06-05,48.3,0
2021-06-06,43.44,0
2021-06-07,44.46,0
2021-06-08,43.91,0
2021-06-09,40.32,0
2021-06-10,40.42,0
2021-06-11,40.52,0
2021-06-12,41.53,0
2021-06-13,36.27,0
2021-06-14,40.05,0
2021-06-15,37.56,0
2021-06-16,34.72,0
2021-06-17,32.74999999999999,0
2021-06-18,37.42,0
2021-06-19,36.03,0
2021-06-20,31.32,0
2021-06-21,32.14,0
2021-06-22,31.64,0
2021-06-23,28.78,0
2021-06-24,29.61,0
2021-06-25,29.01,0
2021-06-26,25.68,0
2021-06-27,28.25,0
2021-06-28,22.7,0
2021-06-29,21.78,0
2021-06-30,21.020000000000003,0
2021-06-01,44.78,1
2021-06-02,46.45,1
2021-06-03,42.65,1
2021-06-04,45.0,1
2021-06-05,42.75,1
2021-06-06,43.38,1
2021-06-07,40.42,1
2021-06-08,40.96,1
2021-06-09,36.53,1
2021-06-10,34.85,1
2021-06-11,35.739999999999995,1
2021-06-12,35.459999999999994,1
2021-06-13,33.62,1
2021-06-14,32.02,1
2021-06-15,27.770000000000003,1
2021-06-16,29.93,1
2021-06-17,26.09,1
2021-06-18,29.13,1
2021-06-19,25.270000000000003,1
2021-06-20,27.1,1
2021-06-21,26.160000000000004,1
2021-06-22,23.27,1
2021-06-23,20.96,1
2021-06-24,20.91,1
2021-06-25,19.58,1
2021-06-26,22.95,1
2021-06-27,18.020000000000003,1
2021-06-28,22.0,1
2021-06-29,19.27,1
2021-06-30,15.82,1
2021-06-01,51.78,2
2021-06-02,50.760000000000005,2
2021-06-03,45.7,2
2021-06-04,46.93,2
2021-06-05,43.440000000000005,2
2021-06-06,43.25000000000001,2
2021-06-07,42.39,2
2021-06-08,36.61,2
2021-06-09,32.60999999999999,2
2021-06-10,36.52,2
2021-06-11,31.37,2
2021-06-12,30.76,2
2021-06-13,26.18,2
2021-06-14,22.36,2
2021-06-15,21.32,2
2021-06-16,18.26,2
2021-06-17,20.51,2
2021-06-18,18.71,2
2021-06-19,16.480000000000004,2
2021-06-20,14.73,2
2021-06-21,12.66,2
2021-06-22,11.72,2
2021-06-23,7.449999999999999,2
2021-06-24,5.73,2
2021-06-25,4.529999999999999,2
2021-06-26,5.199999999999999,2
2021-06-27,4.74,2
2021-06-28,2.27,2
2021-06-29,2.03,2
2021-06-30,-0.88,2
2021-06-01,50.24,3
2021-06-02,47.620000000000005,3
2021-06-03,47.26,3
2021-06-04,44.16,3
2021-06-05,49.14,3
2021-06-06,46.64000000000001,3
2021-06-07,46.25,3
2021-06-08,47.76,3
2021-06-09,42.65,3
2021-06-10,41.23,3
2021-06-11,43.88999999999999,3
2021-06-12,41.47,3
2021-06-13,40.29,3
2021-06-14,38.28,3
2021-06-15,38.24,3
2021-06-16,36.15,3
2021-06-17,35.41,3
2021-06-18,34.45,3
2021-06-19,34.78,3
2021-06-20,33.01,3
2021-06-21,30.46,3
2021-06-22,28.66,3
2021-06-23,27.42,3
2021-06-24,29.0,3
2021-06-25,28.06,3
2021-06-26,25.75,3
2021-06-27,27.74,3
2021-06-28,24.15,3
2021-06-29,22.15,3
2021-06-30,18.02,3
2021-06-01,45.82,4
2021-06-02,44.5,4
2021-06-03,44.1,4
2021-06-04,44.54,4
2021-06-05,38.31,4
2021-06-06,40.92000000000001,4
2021-06-07,39.93,4
2021-06-08,40.95,4
2021-06-09,38.87,4
2021-06-10,36.83,4
2021-06-11,35.2,4
2021-06-12,31.95,4
2021-06-13,29.98,4
2021-06-14,34.81,4
2021-06-15,32.44,4
2021-06-16,29.58,4
2021-06-17,27.99,4
2021-06-18,26.94,4
2021-06-19,28.41,4
2021-06-20,27.36,4
2021-06-21,21.79,4
2021-06-22,21.94,4
2021-06-23,26.12,4
2021-06-24,21.56,4
2021-06-25,20.270000000000003,4
2021-06-26,20.38,4
2021-06-27,22.44,4
2021-06-28,22.130000000000003,4
2021-06-29,21.83,4
2021-06-30,15.47,4
2021-06-01,53.620000000000005,5
2021-06-02,50.14000000000001,5
2021-06-03,45.18,5
2021-06-04,45.05,5
2021-06-05,44.0,5
2021-06-06,43.400000000000006,5
2021-06-07,41.27,5
2021-06-08,41.53,5
2021-06-09,40.1,5
2021-06-10,31.84,5
2021-06-11,29.0,5
2021-06-12,26.41,5
2021-06-13,25.8,5
2021-06-14,21.72,5
2021-06-15,22.08,5
2021-06-16,19.71,5
2021-06-17,20.56,5
2021-06-18,15.98,5
2021-06-19,14.37,5
2021-06-20,13.81,5
2021-06-21,15.1,5
2021-06-22,9.589999999999998,5
2021-06-23,8.42,5
2021-06-24,9.5,5
2021-06-25,5.56,5
2021-06-26,3.81,5
2021-06-27,5.25,5
2021-06-28,4.3100000000000005,5
2021-06-29,-0.2400000000000001,5
2021-06-30,-2.49,5
2021-06-01,50.24,6
2021-06-02,47.870000000000005,6
2021-06-03,47.63,6
2021-06-04,48.37,6
2021-06-05,48.36,6
2021-06-06,48.49,6
2021-06-07,45.83,6
2021-06-08,46.65,6
2021-06-09,44.07,6
2021-06-10,42.39,6
2021-06-11,42.34,6
2021-06-12,41.3,6
2021-06-13,41.57,6
2021-06-14,40.61000000000001,6
2021-06-15,36.32,6
2021-06-16,34.559999999999995,6
2021-06-17,36.19,6
2021-06-18,30.72,6
2021-06-19,34.87,6
2021-06-20,33.95,6
2021-06-21,30.53,6
2021-06-22,28.38,6
2021-06-23,26.0,6
2021-06-24,28.59,6
2021-06-25,28.4,6
2021-06-26,25.3,6
2021-06-27,21.96,6
2021-06-28,24.2,6
2021-06-29,24.68,6
2021-06-30,20.4,6
2021-06-01,48.01,7
2021-06-02,46.87,7
2021-06-03,42.14,7
2021-06-04,44.010000000000005,7
2021-06-05,38.71,7
2021-06-06,37.00000000000001,7
2021-06-07,39.620000000000005,7
2021-06-08,41.6,7
2021-06-09,38.12,7
2021-06-10,34.48,7
2021-06-11,36.86,7
2021-06-12,35.65,7
2021-06-13,31.67,7
2021-06-14,28.54,7
2021-06-15,27.19,7
2021-06-16,32.8,7
2021-06-17,28.72,7
2021-06-18,25.12,7
2021-06-19,28.55,7
2021-06-20,26.48,7
2021-06-21,24.28,7
2021-06-22,23.61,7
2021-06-23,20.89,7
2021-06-24,23.35,7
2021-06-25,19.42,7
2021-06-26,22.16,7
2021-06-27,23.390000000000004,7
2021-06-28,20.13,7
2021-06-29,19.69,7
2021-06-30,16.28,7
2021-06-01,55.84,8
2021-06-02,49.68,8
2021-06-03,45.81,8
2021-06-04,43.29,8
2021-06-05,39.62,8
2021-06-06,41.2,8
2021-06-07,42.17,8
2021-06-08,39.41,8
2021-06-09,35.41,8
2021-06-10,31.759999999999994,8
2021-06-11,31.47,8
2021-06-12,31.8,8
2021-06-13,25.62,8
2021-06-14,21.87,8
2021-06-15,21.72,8
2021-06-16,17.43,8
2021-06-17,20.38,8
2021-06-18,16.75,8
2021-06-19,18.290000000000003,8
2021-06-20,16.16,8
2021-06-21,14.85,8
2021-06-22,11.04,8
2021-06-23,8.809999999999999,8
2021-06-24,9.93,8
2021-06-25,9.12,8
2021-06-26,4.15,8
2021-06-27,5.72,8
2021-06-28,0.1700000000000003,8
2021-06-29,0.69,8
2021-06-30,-3.06,8
2021-06-01,51.870000000000005,9
2021-06-02,48.260000000000005,9
2021-06-03,49.96,9
2021-06-04,50.13,9
2021-06-05,47.620000000000005,9
2021-06-06,43.71,9
2021-06-07,43.15,9
2021-06-08,46.47,9
2021-06-09,44.16,9
2021-06-10,38.53,9
2021-06-11,42.35,9
2021-06-12,41.65,9
2021-06-13,36.75,9
2021-06-14,39.79,9
2021-06-15,36.72,9
2021-06-16,32.61,9
2021-06-17,32.46999999999999,9
2021-06-18,34.93,9
2021-06-19,30.72,9
2021-06-20,31.84,9
2021-06-21,28.97,9
2021-06-22,31.98,9
2021-06-23,28.57,9
2021-06-24,29.27,9
2021-06-25,28.540000000000003,9
2021-06-26,27.66,9
2021-06-27,24.3,9
2021-06-28,25.3,9
2021-06-29,22.38,9
2021-06-30,22.39,9
2021-06-01,46.62,10
2021-06-02,43.09,10
2021-06-03,44.43,10
2021-06-04,40.87,10
2021-06-05,44.08,10
2021-06-06,37.85,10
2021-06-07,40.08,10
2021-06-08,36.01,10
2021-06-09,37.21,10
2021-06-10,35.7,10
2021-06-11,37.66,10
2021-06-12,31.97,10
2021-06-13,33.93,10
2021-06-14,30.1,10
2021-06-15,27.55,10
2021-06-16,28.96,10
2021-06-17,29.26,10
2021-06-18,26.96,10
2021-06-19,28.1,10
2021-06-20,26.0,10
2021-06-21,22.21,10
2021-06-22,23.77,10
2021-06-23,21.99,10
2021-06-24,24.37,10
2021-06-25,22.880000000000003,10
2021-06-26,16.96,10
2021-06-27,21.47,10
2021-06-28,20.0,10
2021-06-29,18.05,10
2021-06-30,16.930000000000003,10
2021-06-01,51.65,11
2021-06-02,51.78,11
2021-06-03,48.23,11
2021-06-04,43.81999999999999,11
2021-06-05,43.84,11
2021-06-06,44.510000000000005,11
2021-06-07,40.61,11
2021-06-08,41.85,11
2021-06-09,36.1,11
2021-06-10,30.21,11
2021-06-11,28.23,11
2021-06-12,30.14,11
2021-06-13,26.23,11
2021-06-14,27.28,11
2021-06-15,19.360000000000003,11
2021-06-16,18.82,11
2021-06-17,21.56,11
2021-06-18,19.05,11
2021-06-19,19.49,11
2021-06-20,16.21,11
2021-06-21,9.86,11
2021-06-22,11.56,11
2021-06-23,11.04,11
2021-06-24,4.390000000000001,11
2021-06-25,7.0200000000000005,11
2021-06-26,2.53,11
2021-06-27,2.35,11
2021-06-28,3.77,11
2021-06-29,4.52,11
2021-06-30,0.2299999999999999,11
2021-06-01,52.06,12
2021-06-02,52.82,12
2021-06-03,48.51,12
2021-06-04,47.82,12
2021-06-05,48.29,12
2021-06-06,47.98,12
2021-06-07,46.73,12
2021-06-08,42.81,12
2021-06-09,41.65,12
2021-06-10,40.73,12
2021-06-11,38.41,12
2021-06-12,39.49,12
2021-06-13,39.71,12
2021-06-14,38.44,12
2021-06-15,34.78,12
2021-06-16,37.17999999999999,12
2021-06-17,34.709999999999994,12
2021-06-18,36.23,12
2021-06-19,34.7,12
2021-06-20,33.59,12
2021-06-21,32.82,12
2021-06-22,29.35,12
2021-06-23,27.96,12
2021-06-24,26.67,12
2021-06-25,25.13,12
2021-06-26,22.78,12
2021-06-27,24.73,12
2021-06-28,20.95,12
2021-06-29,21.25,12
2021-06-30,21.54,12
2021-06-01,45.09,13
2021-06-02,44.85,13
2021-06-03,44.78,13
2021-06-04,40.24,13
2021-06-05,39.37,13
2021-06-06,41.900000000000006,13
2021-06-07,36.4,13
2021-06-08,35.760000000000005,13
2021-06-09,37.8,13
2021-06-10,36.61,13
2021-06-11,36.57,13
2021-06-12,33.18,13
2021-06-13,33.53,13
2021-06-14,33.76,13
2021-06-15,31.56,13
2021-06-16,33.31,13
2021-06-17,26.56,13
2021-06-18,29.04,13
2021-06-19,30.23,13
2021-06-20,27.66,13
2021-06-21,24.47,13
2021-06-22,21.35,13
2021-06-23,24.610000000000003,13
2021-06-24,19.68,13
2021-06-25,19.75,13
2021-06-26,21.450000000000003,13
2021-06-27,18.23,13
2021-06-28,20.04,13
2021-06-29,17.25,13
2021-06-30,16.630000000000003,13
2021-06-01,51.16,14
2021-06-02,48.23,14
2021-06-03,44.51,14
2021-06-04,46.15,14
2021-06-05,41.74,14
2021-06-06,42.03,14
2021-06-07,41.13,14
2021-06-08,38.74,14
2021-06-09,33.5,14
2021-06-10,32.25,14
2021-06-11,29.48,14
2021-06-12,31.86,14
2021-06-13,28.99,14
2021-06-14,21.89,14
2021-06-15,22.73,14
2021-06-16,17.450000000000003,14
2021-06-17,21.04,14
2021-06-18,19.65,14
2021-06-19,15.990000000000002,14
2021-06-20,14.71,14
2021-06-21,13.25,14
2021-06-22,10.64,14
2021-06-23,8.620000000000001,14
2021-06-24,5.74,14
2021-06-25,7.82,14
2021-06-26,3.86,14
2021-06-27,2.56,14
2021-06-28,3.14,14
2021-06-29,1.2799999999999998,14
2021-06-30,-1.2700000000000002,14
2021-06-01,47.25,15
2021-06-02,52.91,15
2021-06-03,50.03999999999999,15
2021-06-04,44.44,15
2021-06-05,47.7,15
2021-06-06,45.05,15
2021-06-07,45.19,15
2021-06-08,41.81,15
2021-06-09,41.18,15
2021-06-10,43.68,15
2021-06-11,38.77,15
2021-06-12,42.6,15
2021-06-13,36.81,15
2021-06-14,41.53,15
2021-06-15,39.22,15
2021-06-16,34.49,15
2021-06-17,34.099999999999994,15
2021-06-18,32.959999999999994,15
2021-06-19,32.510000000000005,15
2021-06-20,34.8,15
2021-06-21,30.84,15
2021-06-22,29.03,15
2021-06-23,31.44,15
2021-06-24,29.87,15
2021-06-25,26.96,15
2021-06-26,27.43,15
2021-06-27,23.85,15
2021-06-28,21.3,15
2021-06-29,21.86,15
2021-06-30,21.6,15
2021-06-01,44.84,16
2021-06-02,46.400000000000006,16
2021-06-03,42.92,16
2021-06-04,43.44,16
2021-06-05,44.73,16
2021-06-06,40.93,16
2021-06-07,41.11,16
2021-06-08,40.46,16
2021-06-09,39.3,16
2021-06-10,34.95,16
2021-06-11,33.48,16
2021-06-12,33.2,16
2021-06-13,33.84,16
2021-06-14,29.5,16
2021-06-15,28.73,16
2021-06-16,28.84,16
2021-06-17,28.12,16
2021-06-18,28.12,16
2021-06-19,28.51,16
2021-06-20,23.24,16
2021-06-21,23.3,16
2021-06-22,23.930000000000003,16
2021-06-23,21.82,16
2021-06-24,22.92,16
2021-06-25,20.1,16
2021-06-26,20.0,16
2021-06-27,19.83,16
2021-06-28,17.04,16
2021-06-29,18.13,16
2021-06-30,19.97,16
2021-06-01,53.830000000000005,17
2021-06-02,53.39000000000001,17
2021-06-03,50.080000000000005,17
2021-06-04,48.55,17
2021-06-05,44.93,17
2021-06-06,44.55,17
2021-06-07,41.85,17
2021-06-08,37.89,17
2021-06-09,36.92,17
2021-06-10,30.93,17
2021-06-11,31.11,17
2021-06-12,31.92,17
2021-06-13,27.35,17
2021-06-14,23.6,17
2021-06-15,23.97,17
2021-06-16,17.759999999999998,17
2021-06-17,21.35,17
2021-06-18,15.05,17
2021-06-19,17.66,17
2021-06-20,13.27,17
2021-06-21,15.72,17
2021-06-22,10.579999999999998,17
2021-06-23,7.85,17
2021-06-24,8.010000000000002,17
2021-06-25,7.109999999999999,17
2021-06-26,4.67,17
2021-06-27,4.73,17
2021-06-28,4.5600000000000005,17
2021-06-29,-1.03,17
2021-06-30,0.19,17
2021-06-01,52.77,18
2021-06-02,52.45,18
2021-06-03,51.75,18
2021-06-04,51.2,18
2021-06-05,44.01,18
2021-06-06,45.06,18
2021-06-07,43.18,18
2021-06-08,43.41,18
2021-06-09,38.68,18
2021-06-10,42.41,18
2021-06-11,41.2,18
2021-06-12,41.69,18
2021-06-13,41.08,18
2021-06-14,39.63,18
2021-06-15,35.5,18
2021-06-16,35.47,18
2021-06-17,34.24999999999999,18
2021-06-18,31.29,18
2021-06-19,33.540000000000006,18
2021-06-20,30.87,18
2021-06-21,29.77,18
2021-06-22,31.44,18
2021-06-23,30.47,18
2021-06-24,24.53,18
2021-06-25,25.36,18
2021-06-26,26.94,18
2021-06-27,25.35,18
2021-06-28,23.45,18
2021-06-29,26.72,18
2021-06-30,24.45,18
2021-06-01,45.53,19
2021-06-02,45.27,19
2021-06-03,45.60999999999999,19
2021-06-04,44.52,19
2021-06-05,41.17,19
2021-06-06,38.43,19
2021-06-07,35.18,19
2021-06-08,41.04,19
2021-06-09,35.9,19
2021-06-10,37.95,19
2021-06-11,32.11,19
2021-06-12,31.14,19
2021-06-13,33.89,19
2021-06-14,29.92,19
2021-06-15,27.33,19
2021-06-16,32.39,19
2021-06-17,28.17,19
2021-06-18,26.41,19
2021-06-19,30.16,19
2021-06-20,27.85,19
2021-06-21,25.95,19
2021-06-22,25.980000000000004,19
2021-06-23,21.36,19
2021-06-24,22.83,19
2021-06-25,19.22,19
2021-06-26,17.37,19
2021-06-27,20.250000000000004,19
2021-06-28,21.36,19
2021-06-29,19.7,19
2021-06-30,14.71,19
2021-06-01,53.47,20
2021-06-02,46.790000000000006,20
2021-06-03,45.51,20
2021-06-04,44.66,20
2021-06-05,40.43,20
2021-06-06,42.2,20
2021-06-07,40.5,20
2021-06-08,35.559999999999995,20
2021-06-09,37.38999999999999,20
2021-06-10,32.5,20
2021-06-11,31.72,20
2021-06-12,28.0,20
2021-06-13,25.59,20
2021-06-14,21.65,20
2021-06-15,20.76,20
2021-06-16,21.4,20
2021-06-17,18.22,20
2021-06-18,18.4,20
2021-06-19,18.950000000000003,20
2021-06-20,14.64,20
2021-06-21,11.14,20
2021-06-22,9.06,20
2021-06-23,7.459999999999999,20
2021-06-24,10.1,20
2021-06-25,8.96,20
2021-06-26,5.29,20
2021-06-27,2.4000000000000004,20
2021-06-28,3.12,20
2021-06-29,1.63,20
2021-06-30,-0.75,20
2021-06-01,53.00000000000001,21
2021-06-02,49.1,21
2021-06-03,47.69,21
2021-06-04,43.92,21
2021-06-05,49.34,21
2021-06-06,43.27,21
2021-06-07,45.56,21
2021-06-08,48.24,21
2021-06-09,41.14,21
2021-06-10,44.0,21
2021-06-11,42.53,21
2021-06-12,42.95,21
2021-06-13,39.94,21
2021-06-14,41.330000000000005,21
2021-06-15,39.87,21
2021-06-16,36.94,21
2021-06-17,35.459999999999994,21
2021-06-18,33.85,21
2021-06-19,33.77,21
2021-06-20,32.06,21
2021-06-21,30.87,21
2021-06-22,32.84,21
2021-06-23,25.89,21
2021-06-24,25.51,21
2021-06-25,27.96,21
2021-06-26,25.91,21
2021-06-27,25.18,21
2021-06-28,23.3,21
2021-06-29,22.74,21
2021-06-30,24.61,21
2021-06-01,47.63,22
2021-06-02,44.17,22
2021-06-03,41.74999999999999,22
2021-06-04,43.47,22
2021-06-05,45.14,22
2021-06-06,40.6,22
2021-06-07,38.7,22
2021-06-08,37.16,22
2021-06-09,35.08,22
2021-06-10,33.36,22
2021-06-11,38.69,22
2021-06-12,32.08,22
2021-06-13,34.07,22
2021-06-14,29.77,22
2021-06-15,28.980000000000004,22
2021-06-16,30.57,22
2021-06-17,28.13,22
2021-06-18,26.62,22
2021-06-19,24.53,22
2021-06-20,22.67,22
2021-06-21,23.44,22
2021-06-22,24.74,22
2021-06-23,25.33,22
2021-06-24,24.98,22
2021-06-25,20.61,22
2021-06-26,17.409999999999997,22
2021-06-27,19.6,22
2021-06-28,18.44,22
2021-06-29,21.71,22
2021-06-30,17.76,22
2021-06-01,51.79,23
2021-06-02,49.66,23
2021-06-03,49.09,23
2021-06-04,43.35,23
2021-06-05,42.19,23
2021-06-06,44.07,23
2021-06-07,38.14,23
2021-06-08,37.61,23
2021-06-09,35.51,23
2021-06-10,29.91,23
2021-06-11,28.91,23
2021-06-12,30.66,23
2021-06-13,25.16,23
2021-06-14,23.56,23
2021-06-15,23.98,23
2021-06-16,22.68,23
2021-06-17,17.76,23
2021-06-18,16.029999999999998,23
2021-06-19,14.150000000000002,23
2021-06-20,15.93,23
2021-06-21,13.57,23
2021-06-22,12.22,23
2021-06-23,11.73,23
2021-06-24,5.2,23
2021-06-25,6.13,23
2021-06-26,2.07,23
2021-06-27,6.2,23
2021-06-28,1.7200000000000004,23
2021-06-29,1.38,23
2021-06-30,-1.3,23
2021-06-01,49.84,24
2021-06-02,47.24,24
2021-06-03,52.63,24
2021-06-04,45.0,24
2021-06-05,47.49,24
2021-06-06,48.00000000000001,24
2021-06-07,45.010000000000005,24
2021-06-08,45.8,24
2021-06-09,43.81999999999999,24
2021-06-10,41.24,24
2021-06-11,42.28,24
2021-06-12,39.67999999999999,24
2021-06-13,40.73,24
2021-06-14,42.04,24
2021-06-15,34.78,24
2021-06-16,36.75,24
2021-06-17,31.559999999999995,24
2021-06-18,33.900000000000006,24
2021-06-19,32.99,24
2021-06-20,30.19,24
2021-06-21,28.22,24
2021-06-22,30.67,24
2021-06-23,26.1,24
2021-06-24,28.06,24
2021-06-25,27.83,24
2021-06-26,25.98,24
2021-06-27,23.17,24
2021-06-28,25.06,24
2021-06-29,25.17,24
2021-06-30,24.39,24
2021-06-01,46.93,25
2021-06-02,46.8,25
2021-06-03,45.98,25
2021-06-04,39.2,25
2021-06-05,43.77,25
2021-06-06,40.92,25
2021-06-07,41.4,25
2021-06-08,35.44,25
2021-06-09,37.52,25
2021-06-10,36.88,25
2021-06-11,37.61,25
2021-06-12,31.64,25
2021-06-13,34.599999999999994,25
2021-06-14,35.26,25
2021-06-15,31.03,25
